"FOLIO","VIV_SEL","HOGAR","N_REN","PAREN","SEXO","EDAD","P4_5","P4_6","NIVEL","GRADO","P4_8","P4_9","P4_10_1","P4_10_2","P4_10_3","ALFABETISMO","ENT","TLOC","FAC_HOG","EST_DIS","UPM_DIS"
"03720","11","2","04","3","2","12","2","","02","5","1","6","","","","1","04","4",302,"050","0000633"
"03721","12","1","01","1","1","59","1","1","03","3","","5","29","04","1","1","04","4",302,"050","0000633"
"03721","12","1","02","2","2","53","1","1","03","3","","5","20","07","","1","04","4",302,"050","0000633"
"03721","12","1","03","3","1","29","2","","06","3","","6","27","05","","1","04","4",302,"050","0000633"
"03721","12","1","04","3","2","32","2","","06","3","","5","20","12","","1","04","4",302,"050","0000633"
"03721","12","1","05","5","1","29","2","","06","3","","5","15","04","","1","04","4",302,"050","0000633"
"03722","13","1","01","1","1","32","1","1","02","3","1","1","21","01","1","1","04","4",302,"050","0000633"
"03722","13","1","02","2","2","32","2","","06","3","","1","22","10","","1","04","4",302,"050","0000633"
"03722","13","1","05","3","2","04","","","","","","","","","","","04","4",302,"050","0000633"
"03722","13","1","03","3","2","10","2","","02","4","1","","","","","1","04","4",302,"050","0000633"
"03722","13","1","04","3","1","07","2","","02","1","1","","","","","1","04","4",302,"050","0000633"
"03723","14","1","01","1","1","77","1","1","00","0","2","5","24","12","","2","04","4",302,"050","0000633"
"03723","14","1","02","2","2","68","2","","02","2","1","5","04","12","1","1","04","4",302,"050","0000633"
"03724","15","1","01","1","1","52","1","1","03","2","","2","15","06","","1","04","4",302,"050","0000633"
"03724","15","1","02","3","1","20","2","","06","3","","6","04","02","1","1","04","4",302,"050","0000633"
"03725","16","1","01","1","1","60","1","1","02","6","1","5","25","03","","1","04","4",302,"050","0000633"
"03725","16","1","02","2","2","56","1","1","02","6","1","5","06","06","1","1","04","4",302,"050","0000633"
"03725","16","1","04","3","2","38","2","","08","5","","6","02","02","","1","04","4",302,"050","0000633"
"03725","16","1","03","6","2","98","1","2","00","0","2","4","10","08","","2","04","4",302,"050","0000633"
"03726","18","1","01","1","2","38","1","1","03","3","","2","05","07","1","1","04","4",302,"050","0000633"
"03726","18","1","03","3","2","18","1","1","06","3","","6","04","06","","1","04","4",302,"050","0000633"
"03726","18","1","02","3","2","20","1","1","08","2","","6","08","07","","1","04","4",302,"050","0000633"
"03726","18","1","05","4","2","03","","","","","","","","","","","04","4",302,"050","0000633"
"03726","18","1","04","4","1","05","1","1","01","2","2","","","","","2","04","4",302,"050","0000633"
"03727","19","1","01","1","1","42","1","1","02","6","1","1","02","03","","1","04","4",302,"050","0000633"
"03727","19","1","02","2","2","45","1","1","03","3","","1","10","02","1","1","04","4",302,"050","0000633"
"03728","20","1","01","1","1","30","2","","03","3","","1","31","05","","1","04","4",302,"050","0000633"
"03728","20","1","02","2","2","26","2","","03","3","","1","12","03","1","1","04","4",302,"050","0000633"
"03728","20","1","04","3","1","09","2","","02","2","1","","","","","1","04","4",302,"050","0000633"
"03728","20","1","05","3","1","03","","","","","","","","","","","04","4",302,"050","0000633"
"03728","20","1","03","3","2","11","2","","02","5","1","","","","","1","04","4",302,"050","0000633"
"03729","21","1","01","1","1","38","1","1","03","3","","5","21","06","1","1","04","4",302,"050","0000633"
"03729","21","1","02","2","2","35","1","1","03","3","","5","25","01","","1","04","4",302,"050","0000633"
"03729","21","1","03","3","2","17","2","","06","3","","6","","","","1","04","4",302,"050","0000633"
"03729","21","1","04","3","1","11","2","","02","4","1","","","","","1","04","4",302,"050","0000633"
"03730","01","1","01","1","1","33","2","","00","0","1","1","28","11","1","1","04","4",368,"050","0000634"
"03730","01","1","02","2","2","25","2","","03","3","","1","31","03","","1","04","4",368,"050","0000634"
"03730","01","1","03","3","2","04","","","","","","","","","","","04","4",368,"050","0000634"
"03731","02","1","01","1","1","48","2","","00","0","9","1","08","02","","9","04","4",368,"050","0000634"
"03731","02","1","02","2","2","49","2","","02","6","1","1","08","03","1","1","04","4",368,"050","0000634"
"03731","02","1","05","3","1","01","","","","","","","","","","","04","4",368,"050","0000634"
"03731","02","1","03","3","1","14","2","","03","2","","6","","","","1","04","4",368,"050","0000634"
"03731","02","1","04","4","1","04","","","","","","","","","","","04","4",368,"050","0000634"
"03732","04","1","01","1","1","67","1","1","03","3","","1","29","11","1","1","04","4",368,"050","0000634"
"03732","04","1","02","2","2","36","2","","03","3","","1","09","09","","1","04","4",368,"050","0000634"
"03732","04","1","04","3","1","00","","","","","","","","","","","04","4",368,"050","0000634"
"03732","04","1","03","3","1","03","","","","","","","","","","","04","4",368,"050","0000634"
"03733","05","1","01","1","1","23","2","","03","3","","5","11","06","1","1","04","4",368,"050","0000634"
"03733","05","1","02","2","2","22","2","","03","3","","5","15","12","","1","04","4",368,"050","0000634"
"03733","05","1","03","3","1","06","2","","01","3","2","","","","","2","04","4",368,"050","0000634"
"03734","06","1","01","1","1","57","2","","03","3","","5","25","05","","1","04","4",368,"050","0000634"
"03734","06","1","02","2","2","41","2","","03","3","","5","24","01","1","1","04","4",368,"050","0000634"
"03734","06","1","03","3","1","13","2","","02","6","1","6","","","","1","04","4",368,"050","0000634"
"03734","06","1","04","4","1","03","","","","","","","","","","","04","4",368,"050","0000634"
"03735","07","1","01","1","1","48","2","","02","2","1","5","21","06","1","1","04","4",368,"050","0000634"
"03735","07","1","02","2","2","36","2","","02","6","1","5","25","11","","1","04","4",368,"050","0000634"
"03735","07","1","05","3","2","13","2","","03","1","","6","","","","1","04","4",368,"050","0000634"
"03735","07","1","04","3","2","15","2","","06","1","","6","","","","1","04","4",368,"050","0000634"
"03735","07","1","06","3","2","10","2","","02","3","1","","","","","1","04","4",368,"050","0000634"
"03735","07","1","03","3","2","17","2","","06","3","","6","","","","1","04","4",368,"050","0000634"
"03735","07","1","07","7","2","15","2","","03","2","","6","","","","1","04","4",368,"050","0000634"
"03736","08","1","01","1","1","58","2","","02","1","1","5","28","10","1","1","04","4",368,"050","0000634"
"03736","08","1","02","2","2","53","2","","03","3","","5","24","02","","1","04","4",368,"050","0000634"
"03736","08","1","03","3","2","16","2","","06","1","","6","","","","1","04","4",368,"050","0000634"
"03736","08","1","04","3","1","15","2","","03","2","","6","","","","1","04","4",368,"050","0000634"
"03736","08","1","05","3","1","13","2","","02","6","1","6","","","","1","04","4",368,"050","0000634"
"03736","08","2","01","1","1","26","2","","06","2","","1","31","03","","1","04","4",368,"050","0000634"
"03736","08","2","02","2","2","20","2","","03","2","","1","01","09","1","1","04","4",368,"050","0000634"
"03736","08","2","03","3","2","00","","","","","","","","","","","04","4",368,"050","0000634"
"03736","08","3","01","1","1","21","2","","06","3","","1","10","11","1","1","04","4",368,"050","0000634"
"03736","08","3","02","2","2","21","2","","06","1","","1","18","10","","1","04","4",368,"050","0000634"
"03737","09","1","01","1","1","28","2","","03","3","","3","18","02","1","1","04","4",368,"050","0000634"
"03738","10","1","01","1","1","20","2","","03","3","","1","08","08","1","1","04","4",368,"050","0000634"
"03738","10","1","02","2","2","19","2","","06","3","","1","13","08","","1","04","4",368,"050","0000634"
"03738","10","1","03","3","1","01","","","","","","","","","","","04","4",368,"050","0000634"
"03739","11","1","01","1","1","68","1","1","00","0","2","5","21","09","","2","04","4",368,"050","0000634"
"03739","11","1","02","2","2","70","1","1","00","0","2","5","11","11","","2","04","4",368,"050","0000634"
"03739","11","1","03","3","1","27","1","1","06","3","","1","26","03","1","1","04","4",368,"050","0000634"
"03739","11","1","05","4","1","00","","","","","","","","","","","04","4",368,"050","0000634"
"03739","11","1","04","5","2","18","1","1","02","6","1","1","04","04","","1","04","4",368,"050","0000634"
"03740","12","1","01","1","1","21","2","","03","3","","1","11","10","","1","04","4",368,"050","0000634"
"03740","12","1","02","2","2","19","2","","06","3","","1","17","03","1","1","04","4",368,"050","0000634"
"03740","12","1","03","7","1","13","2","","02","6","1","6","","","","1","04","4",368,"050","0000634"
"03740","12","1","04","7","1","17","2","","03","3","","6","","","","1","04","4",368,"050","0000634"
"03741","13","1","01","1","1","45","1","1","03","3","","2","12","06","1","1","04","4",368,"050","0000634"
"03742","15","1","01","1","1","53","2","","03","3","","5","31","03","1","1","04","4",368,"050","0000634"
"03742","15","1","02","2","2","44","2","","03","3","","5","27","06","","1","04","4",368,"050","0000634"
"03742","15","1","05","3","1","22","2","","06","3","","1","06","04","","1","04","4",368,"050","0000634"
"03742","15","1","03","3","1","20","2","","06","3","","6","31","03","","1","04","4",368,"050","0000634"
"03742","15","1","04","3","1","18","2","","06","2","","6","06","01","","1","04","4",368,"050","0000634"
"03742","15","1","07","4","2","00","","","","","","","","","","","04","4",368,"050","0000634"
"03742","15","1","06","5","2","23","1","1","06","3","","1","10","05","","1","04","4",368,"050","0000634"
"03743","16","1","01","1","1","39","2","","03","3","","5","19","06","1","1","04","4",368,"050","0000634"
"03743","16","1","02","2","2","27","2","","02","6","1","5","09","11","","1","04","4",368,"050","0000634"
"03743","16","1","05","3","1","05","2","","01","2","2","","","","","2","04","4",368,"050","0000634"
"03743","16","1","03","3","1","10","2","","02","2","1","","","","","1","04","4",368,"050","0000634"
"03743","16","1","04","3","2","07","2","","01","3","2","","","","","2","04","4",368,"050","0000634"
"03744","19","1","01","1","1","38","2","","06","3","","5","12","04","1","1","04","4",368,"050","0000634"
"03744","19","1","02","2","2","31","2","","03","3","","5","09","06","","1","04","4",368,"050","0000634"
"03744","19","1","03","3","2","14","2","","03","1","","6","","","","1","04","4",368,"050","0000634"
"03744","19","1","04","3","2","10","2","","02","4","1","","","","","1","04","4",368,"050","0000634"
"03745","01","1","01","1","1","46","2","","03","3","","1","11","06","1","1","04","4",349,"050","0000635"
"03745","01","1","02","2","2","25","2","","02","6","1","1","09","05","","1","04","4",349,"050","0000635"
"03745","01","1","03","3","2","00","","","","","","","","","","","04","4",349,"050","0000635"
"03746","02","1","01","1","1","28","2","","06","3","","6","23","09","1","1","04","4",349,"050","0000635"
"03747","03","1","01","1","1","58","2","","02","6","9","5","15","08","","9","04","4",349,"050","0000635"
"03747","03","1","02","2","2","50","2","","02","6","1","5","23","02","1","1","04","4",349,"050","0000635"
"03747","03","1","03","3","2","25","2","","06","2","","6","08","02","","1","04","4",349,"050","0000635"
"03747","03","1","06","4","2","01","","","","","","","","","","","04","4",349,"050","0000635"
"03747","03","1","08","4","1","05","9","","01","2","2","","","","","2","04","4",349,"050","0000635"
"03747","03","1","04","4","1","08","2","","02","1","1","","","","","1","04","4",349,"050","0000635"
"03747","03","1","07","8","1","24","2","","99","9","9","6","99","99","","9","04","4",349,"050","0000635"
"03748","04","1","01","1","1","68","2","","02","3","2","1","24","05","","2","04","4",349,"050","0000635"
"03748","04","1","02","2","2","40","2","","03","3","","1","30","07","1","1","04","4",349,"050","0000635"
"03748","04","1","03","3","2","12","2","","02","6","1","6","","","","1","04","4",349,"050","0000635"
"03749","05","1","01","1","1","40","2","","00","0","2","5","18","01","","2","04","4",349,"050","0000635"
"03749","05","1","02","2","2","31","2","","03","3","","5","16","08","1","1","04","4",349,"050","0000635"
"03749","05","1","05","3","1","12","2","","02","5","1","6","","","","1","04","4",349,"050","0000635"
"03749","05","1","04","3","1","14","2","","02","6","1","6","","","","1","04","4",349,"050","0000635"
"03749","05","1","06","3","2","07","2","","02","1","2","","","","","2","04","4",349,"050","0000635"
"03749","05","1","03","3","1","16","2","","03","3","","6","","","","1","04","4",349,"050","0000635"
"03750","06","1","01","1","2","48","2","","02","6","9","4","12","12","","9","04","4",349,"050","0000635"
"03750","06","1","04","3","2","24","2","","03","3","","5","03","08","1","1","04","4",349,"050","0000635"
"03750","06","1","02","3","2","27","2","","00","0","9","6","02","03","","9","04","4",349,"050","0000635"
"03750","06","1","03","3","1","12","2","","02","6","1","6","","","","1","04","4",349,"050","0000635"
"03751","07","1","01","1","2","21","2","","02","3","1","1","17","04","1","1","04","4",349,"050","0000635"
"03751","07","1","02","2","1","23","2","","03","3","","1","05","02","","1","04","4",349,"050","0000635"
"03751","07","1","05","3","1","00","","","","","","","","","","","04","4",349,"050","0000635"
"03751","07","1","03","3","1","06","2","","01","2","2","","","","","2","04","4",349,"050","0000635"
"03751","07","1","04","3","1","02","","","","","","","","","","","04","4",349,"050","0000635"
"03752","08","1","01","1","1","45","2","","03","3","","5","28","05","","1","04","4",349,"050","0000635"
"03752","08","1","02","2","2","42","2","","03","3","","5","13","02","1","1","04","4",349,"050","0000635"
"03752","08","1","03","3","2","20","2","","06","3","","6","24","04","","1","04","4",349,"050","0000635"
"03752","08","1","04","3","1","15","2","","03","2","","6","","","","1","04","4",349,"050","0000635"
"03752","08","1","06","3","1","03","","","","","","","","","","","04","4",349,"050","0000635"
"03752","08","1","05","3","1","15","2","","03","2","","6","","","","1","04","4",349,"050","0000635"
"03753","09","1","01","1","1","42","2","","00","0","2","5","24","04","","2","04","4",349,"050","0000635"
"03753","09","1","02","2","2","35","2","","03","3","","5","05","07","1","1","04","4",349,"050","0000635"
"03753","09","1","05","3","2","10","2","","02","3","1","","","","","1","04","4",349,"050","0000635"
"03753","09","1","03","3","2","15","2","","03","2","","6","","","","1","04","4",349,"050","0000635"
"03753","09","1","04","3","1","12","2","","02","3","1","6","","","","1","04","4",349,"050","0000635"
"03753","09","1","06","3","2","03","","","","","","","","","","","04","4",349,"050","0000635"
"03754","11","1","01","1","1","49","2","","03","3","","5","25","12","1","1","04","4",349,"050","0000635"
"03754","11","1","02","2","2","40","2","","02","6","1","5","01","10","","1","04","4",349,"050","0000635"
"03754","11","1","03","3","1","14","2","","02","4","1","6","","","","1","04","4",349,"050","0000635"
"03754","11","1","05","3","2","09","2","","02","1","1","","","","","1","04","4",349,"050","0000635"
"03754","11","1","04","3","1","11","2","","02","2","1","","","","","1","04","4",349,"050","0000635"
"03755","12","1","01","1","1","27","2","","06","3","","1","16","04","1","1","04","4",349,"050","0000635"
"03755","12","1","02","2","2","22","2","","03","3","","1","11","06","","1","04","4",349,"050","0000635"
"03755","12","1","04","3","1","01","","","","","","","","","","","04","4",349,"050","0000635"
"03755","12","1","03","7","1","20","2","","06","3","","6","28","10","","1","04","4",349,"050","0000635"
"03756","13","1","01","1","1","55","2","","03","3","","2","31","10","1","1","04","4",349,"050","0000635"
"03757","14","1","01","1","1","52","2","","02","6","1","5","31","05","1","1","04","4",349,"050","0000635"
"03757","14","1","02","2","2","29","2","","03","3","","5","12","07","","1","04","4",349,"050","0000635"
"03757","14","1","06","3","1","09","2","","02","2","1","","","","","1","04","4",349,"050","0000635"
"03757","14","1","05","3","1","11","2","","02","4","1","","","","","1","04","4",349,"050","0000635"
"03757","14","1","03","3","2","14","2","","03","1","","6","","","","1","04","4",349,"050","0000635"
"03757","14","1","04","3","1","12","2","","02","6","1","6","","","","1","04","4",349,"050","0000635"
"03758","15","1","01","1","1","35","1","1","03","3","","1","25","07","1","1","04","4",349,"050","0000635"
"03758","15","1","02","2","2","28","2","","03","3","","1","20","02","","1","04","4",349,"050","0000635"
"03758","15","1","03","3","1","16","2","","03","3","","6","","","","1","04","4",349,"050","0000635"
"03758","15","1","04","3","1","08","2","","02","2","1","","","","","1","04","4",349,"050","0000635"
"03758","15","1","05","3","2","01","","","","","","","","","","","04","4",349,"050","0000635"
"03759","16","1","01","1","1","24","2","","03","3","","5","10","08","","1","04","4",349,"050","0000635"
"03759","16","1","02","2","2","22","2","","03","3","","5","10","12","1","1","04","4",349,"050","0000635"
"03759","16","1","04","3","2","00","","","","","","","","","","","04","4",349,"050","0000635"
"03759","16","1","03","7","2","11","2","","02","5","1","","","","","1","04","4",349,"050","0000635"
"03760","17","1","01","1","1","61","2","","00","0","2","1","20","01","","2","04","4",349,"050","0000635"
"03760","17","1","02","2","2","56","1","1","02","3","1","1","15","05","1","1","04","4",349,"050","0000635"
"03760","17","1","03","3","2","24","2","","02","6","1","6","01","11","","1","04","4",349,"050","0000635"
"03760","17","1","04","3","2","22","2","","08","4","","6","12","10","","1","04","4",349,"050","0000635"
"03760","17","1","05","4","2","06","2","","01","3","2","","","","","2","04","4",349,"050","0000635"
"03760","17","1","07","7","1","18","2","","06","3","","6","14","02","","1","04","4",349,"050","0000635"
"03760","17","1","06","7","1","27","2","","03","3","","6","25","06","","1","04","4",349,"050","0000635"
"03761","18","1","01","1","1","63","2","","02","2","1","1","04","05","1","1","04","4",349,"050","0000635"
"03761","18","1","02","2","2","60","2","","00","0","2","1","01","11","","2","04","4",349,"050","0000635"
"03762","19","1","01","1","1","38","2","","03","3","","5","14","05","","1","04","4",349,"050","0000635"
"03762","19","1","02","2","2","33","2","","03","2","","5","16","07","1","1","04","4",349,"050","0000635"
"03762","19","1","05","3","1","04","","","","","","","","","","","04","4",349,"050","0000635"
"03762","19","1","03","3","2","13","2","","03","1","","6","","","","1","04","4",349,"050","0000635"
"03762","19","1","04","3","1","10","2","","02","4","1","","","","","1","04","4",349,"050","0000635"
"03763","02","1","01","1","1","85","2","","00","0","2","5","03","01","","2","04","4",281,"050","0000636"
"03763","02","1","02","2","2","80","2","","02","1","1","5","27","03","1","1","04","4",281,"050","0000636"
"03763","02","1","04","4","2","32","2","","03","3","","5","20","01","","1","04","4",281,"050","0000636"
"03763","02","1","03","4","1","32","2","","03","3","","5","15","09","","1","04","4",281,"050","0000636"
"03763","02","1","06","7","2","03","","","","","","","","","","","04","4",281,"050","0000636"
"03763","02","1","05","7","2","07","2","","01","3","2","","","","","2","04","4",281,"050","0000636"
"03764","03","1","01","1","1","47","2","","02","2","1","5","20","06","","1","04","4",281,"050","0000636"
"03764","03","1","02","2","2","39","2","","03","3","","5","05","05","1","1","04","4",281,"050","0000636"
"03764","03","1","04","3","2","16","2","","02","5","1","6","","","","1","04","4",281,"050","0000636"
"03764","03","1","03","3","1","17","2","","06","2","","6","","","","1","04","4",281,"050","0000636"
"03765","04","1","01","1","1","31","2","","06","3","","5","18","08","","1","04","4",281,"050","0000636"
"03765","04","1","02","2","2","25","2","","06","3","","5","05","02","1","1","04","4",281,"050","0000636"
"03765","04","1","03","3","2","04","","","","","","","","","","","04","4",281,"050","0000636"
"03766","05","1","01","1","1","30","2","","03","3","","5","01","11","1","1","04","4",281,"050","0000636"
"03766","05","1","02","2","2","23","2","","03","3","","5","02","02","","1","04","4",281,"050","0000636"
"03766","05","1","04","3","2","00","","","","","","","","","","","04","4",281,"050","0000636"
"03766","05","1","03","3","2","06","2","","01","3","1","","","","","1","04","4",281,"050","0000636"
"03767","06","1","01","1","1","67","2","","02","6","1","5","21","10","1","1","04","4",281,"050","0000636"
"03767","06","1","03","2","2","63","2","","00","0","2","5","11","11","","2","04","4",281,"050","0000636"
"03767","06","1","02","3","2","33","2","","03","3","","6","06","08","","1","04","4",281,"050","0000636"
"03768","07","1","01","1","1","64","2","","02","6","1","1","15","08","","1","04","4",281,"050","0000636"
"03768","07","1","02","2","2","39","2","","03","3","","1","10","08","1","1","04","4",281,"050","0000636"
"03769","09","1","01","1","2","43","2","","06","3","","4","26","10","1","1","04","4",281,"050","0000636"
"03769","09","1","03","3","1","15","2","","03","2","","6","","","","1","04","4",281,"050","0000636"
"03769","09","1","02","3","1","17","2","","06","2","","6","","","","1","04","4",281,"050","0000636"
"03770","10","1","01","1","1","48","2","","03","3","","5","30","09","","1","04","4",281,"050","0000636"
"03770","10","1","02","2","2","44","2","","03","3","","5","29","04","","1","04","4",281,"050","0000636"
"03770","10","1","05","3","1","17","2","","06","1","","6","","","","1","04","4",281,"050","0000636"
"03770","10","1","03","3","2","23","2","","06","3","","1","08","05","1","1","04","4",281,"050","0000636"
"03770","10","1","04","3","2","18","2","","06","3","","6","01","09","","1","04","4",281,"050","0000636"
"03770","10","1","07","4","1","01","","","","","","","","","","","04","4",281,"050","0000636"
"03770","10","1","06","4","2","04","","","","","","","","","","","04","4",281,"050","0000636"
"03771","11","1","02","1","1","45","2","","00","0","2","5","02","03","","2","04","4",281,"050","0000636"
"03771","11","1","03","2","2","45","2","","00","0","1","5","18","08","","1","04","4",281,"050","0000636"
"03771","11","1","04","3","2","18","2","","06","2","","6","10","08","1","1","04","4",281,"050","0000636"
"03772","12","1","01","1","1","22","2","","03","3","","1","13","01","1","1","04","4",281,"050","0000636"
"03772","12","1","02","2","2","25","2","","03","3","","1","23","01","","1","04","4",281,"050","0000636"
"03773","13","1","01","1","1","46","2","","02","2","1","5","22","09","1","1","04","4",281,"050","0000636"
"03773","13","1","02","2","2","46","2","","03","3","","5","06","09","","1","04","4",281,"050","0000636"
"03774","15","1","01","1","1","38","2","","03","3","","1","18","09","1","1","04","4",281,"050","0000636"
"03774","15","1","02","2","2","34","2","","03","3","","1","25","09","","1","04","4",281,"050","0000636"
"03774","15","1","06","3","1","10","2","","02","3","1","","","","","1","04","4",281,"050","0000636"
"03774","15","1","05","3","1","12","2","","02","5","1","6","","","","1","04","4",281,"050","0000636"
"03774","15","1","03","3","2","17","2","","03","3","","6","","","","1","04","4",281,"050","0000636"
"03774","15","1","04","3","1","14","2","","03","1","","6","","","","1","04","4",281,"050","0000636"
"03775","16","1","01","1","1","30","2","","03","3","","1","01","04","1","1","04","4",281,"050","0000636"
"03775","16","1","02","2","2","18","2","","03","3","","1","08","12","","1","04","4",281,"050","0000636"
"03775","16","1","03","3","1","02","","","","","","","","","","","04","4",281,"050","0000636"
"03776","17","1","01","1","1","21","2","","03","3","","5","12","09","","1","04","4",281,"050","0000636"
"03776","17","1","02","2","2","25","2","","06","1","","5","04","07","1","1","04","4",281,"050","0000636"
"03776","17","1","03","3","1","01","","","","","","","","","","","04","4",281,"050","0000636"
"03777","18","1","01","1","1","45","2","","02","3","2","5","10","01","","2","04","4",281,"050","0000636"
"03777","18","1","02","2","2","39","2","","03","3","","5","16","09","1","1","04","4",281,"050","0000636"
"03777","18","1","03","3","2","23","2","","03","3","","6","06","11","","1","04","4",281,"050","0000636"
"03778","19","1","01","1","1","71","2","","02","3","1","5","05","09","1","1","04","4",281,"050","0000636"
"03778","19","1","02","2","2","69","2","","00","0","2","5","29","06","","2","04","4",281,"050","0000636"
"03778","19","1","03","4","1","15","2","","03","2","","6","","","","1","04","4",281,"050","0000636"
"03779","20","1","01","1","1","36","2","","02","6","1","5","07","07","1","1","04","4",281,"050","0000636"
"03779","20","1","02","2","2","30","2","","02","6","1","5","14","11","","1","04","4",281,"050","0000636"
"03779","20","1","03","3","2","15","2","","03","3","","6","","","","1","04","4",281,"050","0000636"
"03780","03","1","01","1","1","45","2","","02","3","9","1","16","06","","9","05","1",1363,"069","0000637"
"03780","03","1","02","2","2","28","2","","03","3","","1","06","10","1","1","05","1",1363,"069","0000637"
"03780","03","1","04","3","1","10","2","","02","4","1","","","","","1","05","1",1363,"069","0000637"
"03780","03","1","06","3","1","08","2","","02","1","2","","","","","2","05","1",1363,"069","0000637"
"03780","03","1","05","3","2","09","2","","02","3","2","","","","","2","05","1",1363,"069","0000637"
"03780","03","1","03","3","2","11","2","","02","6","1","","","","","1","05","1",1363,"069","0000637"
"03781","05","1","01","1","1","50","2","","03","3","","3","04","03","1","1","05","1",1363,"069","0000637"
"03781","05","1","02","3","2","15","2","","03","3","","6","","","","1","05","1",1363,"069","0000637"
"03781","05","1","03","3","1","12","2","","02","6","1","6","","","","1","05","1",1363,"069","0000637"
"03782","01","1","01","1","2","58","2","","06","3","","6","05","10","1","1","05","1",969,"069","0000638"
"03783","04","1","01","1","1","63","2","","08","5","","5","16","01","1","1","05","1",969,"069","0000638"
"03783","04","1","02","2","2","60","2","","08","6","","5","18","08","","1","05","1",969,"069","0000638"
"03783","04","1","03","3","2","32","2","","09","2","","6","27","03","","1","05","1",969,"069","0000638"
"03784","01","1","01","1","1","41","2","","02","6","1","5","23","10","","1","05","1",1527,"069","0000639"
"03784","01","1","02","2","2","38","2","","06","3","","5","17","02","1","1","05","1",1527,"069","0000639"
"03784","01","1","06","3","1","11","2","","02","6","1","","","","","1","05","1",1527,"069","0000639"
"03784","01","1","05","3","2","16","2","","03","3","","6","","","","1","05","1",1527,"069","0000639"
"03784","01","1","03","3","1","18","2","","06","2","","6","03","10","","1","05","1",1527,"069","0000639"
"03784","01","1","04","3","2","17","2","","03","3","","6","","","","1","05","1",1527,"069","0000639"
"03785","02","1","01","1","2","55","2","","03","3","","5","20","06","","1","05","1",1527,"069","0000639"
"03785","02","1","02","3","1","26","2","","03","3","","5","12","09","1","1","05","1",1527,"069","0000639"
"03785","02","1","06","4","1","01","","","","","","","","","","","05","1",1527,"069","0000639"
"03785","02","1","05","4","2","04","","","","","","","","","","","05","1",1527,"069","0000639"
"03785","02","1","04","4","1","07","2","","02","1","1","","","","","1","05","1",1527,"069","0000639"
"03785","02","1","03","5","2","27","2","","03","3","","5","25","12","","1","05","1",1527,"069","0000639"
"03786","03","1","01","1","1","40","2","","02","2","1","6","28","07","1","1","05","1",1527,"069","0000639"
"03786","03","1","02","7","1","41","9","","03","3","","6","04","03","","1","05","1",1527,"069","0000639"
"03787","01","1","01","1","1","52","2","","02","6","1","5","24","02","1","1","05","1",930,"068","0000640"
"03787","01","1","02","2","2","61","2","","03","3","","5","19","04","","1","05","1",930,"068","0000640"
"03788","02","1","01","1","1","49","2","","06","3","","5","20","11","1","1","05","1",930,"068","0000640"
"03788","02","1","02","2","2","48","2","","06","3","","5","25","02","","1","05","1",930,"068","0000640"
"03788","02","1","04","3","2","14","2","","03","2","","6","","","","1","05","1",930,"068","0000640"
"03788","02","1","03","3","2","16","2","","06","1","","6","","","","1","05","1",930,"068","0000640"
"03789","04","1","01","1","1","42","2","","06","3","","5","25","03","","1","05","1",930,"068","0000640"
"03789","04","1","02","2","2","42","2","","06","3","","5","09","12","","1","05","1",930,"068","0000640"
"03789","04","1","03","3","2","19","2","","06","3","","6","23","06","1","1","05","1",930,"068","0000640"
"03789","04","1","05","3","1","06","2","","01","3","2","","","","","2","05","1",930,"068","0000640"
"03789","04","1","04","3","1","15","2","","06","1","","6","","","","1","05","1",930,"068","0000640"
"03790","05","1","01","1","1","32","2","","08","4","","5","20","02","","1","05","1",930,"068","0000640"
"03790","05","1","02","2","2","32","2","","03","3","","5","21","06","1","1","05","1",930,"068","0000640"
"03790","05","1","05","3","2","06","2","","01","3","2","","","","","2","05","1",930,"068","0000640"
"03790","05","1","04","3","1","08","2","","02","3","1","","","","","1","05","1",930,"068","0000640"
"03790","05","1","03","3","2","13","2","","02","6","1","6","","","","1","05","1",930,"068","0000640"
"03790","05","1","06","3","1","03","","","","","","","","","","","05","1",930,"068","0000640"
"03791","01","1","01","1","1","34","2","","02","3","9","5","16","10","","9","05","1",875,"068","0000641"
"03791","01","1","02","2","2","35","2","","06","3","","5","25","06","1","1","05","1",875,"068","0000641"
"03791","01","1","04","3","2","06","2","","01","3","1","","","","","1","05","1",875,"068","0000641"
"03791","01","1","03","3","1","15","2","","02","2","2","6","","","","2","05","1",875,"068","0000641"
"03792","02","1","01","1","2","38","2","","03","3","","5","22","07","","1","05","1",875,"068","0000641"
"03792","02","1","04","3","2","11","2","","02","6","1","","","","","1","05","1",875,"068","0000641"
"03792","02","1","03","3","2","14","2","","03","1","","6","","","","1","05","1",875,"068","0000641"
"03792","02","1","02","3","1","19","2","","08","2","","6","04","12","1","1","05","1",875,"068","0000641"
"03792","02","1","05","3","2","05","2","","00","0","2","","","","","2","05","1",875,"068","0000641"
"03793","03","1","01","1","2","67","2","","00","0","2","2","30","01","","2","05","1",875,"068","0000641"
"03793","03","1","02","3","2","45","2","","02","6","1","2","09","02","1","1","05","1",875,"068","0000641"
"03794","04","1","01","1","2","43","2","","07","3","","3","20","10","","1","05","1",875,"068","0000641"
"03794","04","1","03","3","1","18","2","","06","3","","6","19","10","","1","05","1",875,"068","0000641"
"03794","04","1","02","3","1","21","2","","06","3","","1","04","01","1","1","05","1",875,"068","0000641"
