"FOLIO","VIV_SEL","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P2_1","P2_2","P2_3","ENT","TLOC","FAC_VIV","EST_DIS","UPM_DIS"
"01805","03","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","3",1039,"023","0000364"
"01806","04","2","01","1","1","1","1","1","1","2","1","2","2","1","1","03","1","","02","3",1039,"023","0000364"
"01807","05","2","01","1","1","1","1","1","1","2","1","2","2","2","","03","1","","02","3",1039,"023","0000364"
"01808","06","2","01","1","1","1","1","1","1","1","1","2","2","1","1","01","1","","02","3",1039,"023","0000364"
"01809","07","3","01","1","1","1","1","1","1","2","1","2","2","1","1","05","1","","02","3",1039,"023","0000364"
"01810","08","2","01","1","1","1","1","1","2","1","2","1","2","1","1","04","1","","02","3",1039,"023","0000364"
"01811","09","2","01","1","1","1","1","1","2","1","1","1","2","1","2","01","1","","02","3",1039,"023","0000364"
"01812","10","2","01","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","3",1039,"023","0000364"
"01813","11","2","01","1","1","1","1","1","1","2","1","2","2","2","","02","1","","02","3",1039,"023","0000364"
"01814","12","2","01","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","02","3",1039,"023","0000364"
"01815","13","3","02","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","02","3",1039,"023","0000364"
"01816","14","3","02","1","1","1","1","1","1","2","1","2","2","1","2","06","1","","02","3",1039,"023","0000364"
"01817","15","2","02","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","02","3",1039,"023","0000364"
"01818","16","3","01","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","3",1039,"023","0000364"
"01819","17","2","01","1","1","1","1","2","1","2","2","2","2","2","","03","1","","02","3",1039,"023","0000364"
"01820","18","3","02","1","1","1","1","1","1","1","1","2","2","1","1","06","1","","02","3",1039,"023","0000364"
"01821","19","3","01","1","1","1","1","1","1","2","1","2","2","2","","02","1","","02","3",1039,"023","0000364"
"01822","01","3","01","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","3",1145,"023","0000365"
"01823","02","2","01","1","1","1","1","1","1","2","2","1","2","1","2","06","1","","02","3",1145,"023","0000365"
"01824","03","3","01","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","02","3",1145,"023","0000365"
"01825","04","2","02","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","02","3",1145,"023","0000365"
"01826","05","2","01","1","1","1","1","1","2","2","2","1","2","1","2","06","1","","02","3",1145,"023","0000365"
"01827","06","2","01","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","02","3",1145,"023","0000365"
"01828","07","2","02","1","1","1","1","1","1","1","1","1","1","1","2","04","1","","02","3",1145,"023","0000365"
"01829","08","3","01","1","1","1","1","1","2","1","2","1","2","1","2","02","1","","02","3",1145,"023","0000365"
"01830","09","3","01","1","1","1","1","1","1","2","2","2","2","2","","03","1","","02","3",1145,"023","0000365"
"01831","10","2","01","1","1","1","1","1","2","1","1","1","2","1","2","04","1","","02","3",1145,"023","0000365"
"01832","11","2","03","1","1","1","1","1","1","1","1","1","2","1","1","09","1","","02","3",1145,"023","0000365"
"01833","12","2","04","1","1","1","1","1","1","2","1","2","2","2","","09","1","","02","3",1145,"023","0000365"
"01834","13","2","01","1","1","1","1","2","1","2","1","2","2","1","1","04","1","","02","3",1145,"023","0000365"
"01835","14","3","02","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","02","3",1145,"023","0000365"
"01836","15","3","01","1","1","1","1","2","1","2","2","1","2","2","","02","1","","02","3",1145,"023","0000365"
"01837","16","3","01","1","1","1","1","1","1","2","1","2","1","1","1","07","1","","02","3",1145,"023","0000365"
"01838","17","2","01","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","02","3",1145,"023","0000365"
"01839","20","3","01","1","1","1","1","1","1","2","1","1","2","2","","01","1","","02","3",1145,"023","0000365"
"01840","01","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","4",2097,"024","0000366"
"01841","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","4",2097,"024","0000366"
"01842","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","02","4",2097,"024","0000366"
"01843","04","3","03","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","02","4",2097,"024","0000366"
"01844","06","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","4",2097,"024","0000366"
"01845","07","3","03","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","4",2097,"024","0000366"
"01846","09","3","03","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","02","4",2097,"024","0000366"
"01847","11","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","4",2097,"024","0000366"
"01848","12","3","02","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","02","4",2097,"024","0000366"
"01849","14","3","01","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","02","4",2097,"024","0000366"
"01850","15","3","03","1","1","1","1","1","1","1","1","1","1","1","2","03","1","","02","4",2097,"024","0000366"
"01851","16","2","02","1","2","1","1","1","1","1","1","1","2","1","2","04","1","","02","4",2097,"024","0000366"
"01852","18","2","03","1","1","1","1","1","1","1","1","1","2","1","2","09","1","","02","4",2097,"024","0000366"
"01853","19","3","03","1","2","1","1","1","1","1","1","2","2","2","","02","1","","02","4",2097,"024","0000366"
"01854","01","2","02","1","1","1","1","1","1","1","1","2","2","2","","03","1","","02","4",2509,"024","0000367"
"01855","02","2","01","3","5","2","1","1","1","2","2","2","2","2","","05","1","","02","4",2509,"024","0000367"
"01856","03","2","01","1","5","2","1","1","1","2","1","2","2","2","","02","1","","02","4",2509,"024","0000367"
"01857","04","3","03","1","2","1","1","1","1","1","1","1","2","1","2","06","1","","02","4",2509,"024","0000367"
"01858","05","2","01","2","5","2","1","2","2","1","1","2","2","2","","04","1","","02","4",2509,"024","0000367"
"01859","06","2","01","1","2","1","1","1","1","2","1","2","2","2","","01","1","","02","4",2509,"024","0000367"
"01860","07","3","03","2","2","2","1","1","1","1","1","2","2","2","","06","1","","02","4",2509,"024","0000367"
"01861","08","2","02","3","5","2","1","1","1","1","2","2","2","1","2","02","1","","02","4",2509,"024","0000367"
"01862","10","3","01","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","4",2509,"024","0000367"
"01863","11","2","01","3","5","2","2","","","","","","","","","02","1","","02","4",2509,"024","0000367"
"01864","12","3","02","1","2","1","1","1","1","1","1","1","2","1","2","05","1","","02","4",2509,"024","0000367"
"01865","13","3","01","1","3","2","1","1","1","1","1","2","2","2","","04","1","","02","4",2509,"024","0000367"
"01866","14","3","02","1","3","2","1","1","1","2","1","2","2","2","","02","1","","02","4",2509,"024","0000367"
"01867","16","3","03","1","2","1","1","1","1","1","1","2","2","1","1","06","1","","02","4",2509,"024","0000367"
"01868","17","3","01","1","2","1","1","1","1","1","1","2","2","1","2","01","1","","02","4",2509,"024","0000367"
"01869","18","3","02","1","2","1","1","1","1","1","1","2","2","1","2","04","1","","02","4",2509,"024","0000367"
"01870","19","1","01","3","2","2","2","","","","","","","","","03","1","","02","4",2509,"024","0000367"
"01871","20","2","02","2","5","2","1","1","1","2","2","2","2","2","","11","1","","02","4",2509,"024","0000367"
"01872","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","4",1316,"024","0000368"
"01873","02","2","01","3","2","2","1","2","2","2","2","2","2","2","","01","1","","02","4",1316,"024","0000368"
"01874","03","3","02","1","1","1","1","1","1","2","2","2","2","2","","01","1","","02","4",1316,"024","0000368"
"01875","04","3","06","1","2","1","1","1","1","1","1","1","2","1","1","02","1","","02","4",1316,"024","0000368"
"01876","05","3","01","3","2","1","1","1","2","1","1","2","2","1","2","03","1","","02","4",1316,"024","0000368"
"01877","06","3","04","3","2","1","1","1","1","2","1","2","2","1","2","01","1","","02","4",1316,"024","0000368"
"01878","07","3","01","3","2","1","1","1","1","1","1","1","2","1","2","02","1","","02","4",1316,"024","0000368"
"01879","08","3","03","1","2","1","1","1","1","1","1","1","2","1","1","02","1","","02","4",1316,"024","0000368"
"01880","09","3","02","1","2","1","1","1","1","1","1","1","2","1","2","02","1","","02","4",1316,"024","0000368"
"01881","10","2","02","1","2","1","1","1","1","1","1","1","2","1","1","03","1","","02","4",1316,"024","0000368"
"01882","11","3","04","1","2","1","1","1","1","1","1","1","1","1","1","05","1","","02","4",1316,"024","0000368"
"01883","12","3","03","1","2","1","1","1","1","1","1","1","1","1","1","03","1","","02","4",1316,"024","0000368"
"01884","14","3","02","1","2","1","1","1","1","1","1","1","2","1","2","04","1","","02","4",1316,"024","0000368"
"01885","15","2","02","1","2","1","1","1","1","1","1","1","1","1","1","04","1","","02","4",1316,"024","0000368"
"01886","16","3","02","1","2","1","1","1","2","1","1","1","1","1","1","03","1","","02","4",1316,"024","0000368"
"01887","17","3","02","1","2","1","1","1","1","1","1","1","1","1","1","03","1","","02","4",1316,"024","0000368"
"01888","19","3","03","1","2","1","1","1","1","1","1","1","1","1","1","06","1","","02","4",1316,"024","0000368"
"01889","20","3","03","1","1","1","1","1","2","1","1","2","2","1","1","04","1","","02","4",1316,"024","0000368"
"01890","01","3","02","1","1","1","1","1","1","1","1","2","1","1","1","03","1","","02","4",4036,"024","0000369"
"01891","02","2","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","4",4036,"024","0000369"
"01892","03","2","02","1","1","1","1","1","1","1","1","1","2","1","2","05","1","","02","4",4036,"024","0000369"
"01893","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","06","1","","02","4",4036,"024","0000369"
"01894","05","3","01","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","02","4",4036,"024","0000369"
"01895","06","2","01","1","1","1","1","1","2","2","1","2","1","1","1","01","1","","02","4",4036,"024","0000369"
"01896","07","3","01","1","1","1","1","1","1","1","1","2","2","1","1","05","1","","02","4",4036,"024","0000369"
"01897","08","2","02","1","1","1","1","1","1","2","1","1","2","1","1","03","1","","02","4",4036,"024","0000369"
"01898","09","3","02","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","02","4",4036,"024","0000369"
"01899","10","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","4",4036,"024","0000369"
"01900","11","2","01","1","1","1","1","1","2","1","1","2","2","1","2","02","1","","02","4",4036,"024","0000369"
"01901","12","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","4",4036,"024","0000369"
"01902","13","2","01","1","1","1","1","1","1","1","1","2","2","1","1","01","1","","02","4",4036,"024","0000369"
"01903","16","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","02","4",4036,"024","0000369"
"01904","17","2","02","1","1","1","1","1","2","2","2","2","2","2","","05","1","","02","4",4036,"024","0000369"
"01905","18","3","02","1","1","1","1","1","1","2","1","2","2","2","","01","1","","02","4",4036,"024","0000369"
"01906","19","2","01","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","02","4",4036,"024","0000369"
"01907","20","3","02","1","1","1","1","1","1","2","1","1","2","1","2","04","1","","02","4",4036,"024","0000369"
"01908","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","03","1",258,"027","0000370"
"01909","02","3","01","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","03","1",258,"027","0000370"
"01910","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","03","1",258,"027","0000370"
"01911","01","3","01","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","03","1",221,"027","0000371"
"01912","04","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","03","1",221,"027","0000371"
"01913","05","3","03","1","1","1","1","1","1","1","1","1","1","1","2","05","1","","03","1",221,"027","0000371"
"01914","01","3","04","1","1","1","1","1","1","1","1","2","2","1","2","06","1","","03","1",187,"026","0000372"
"01915","02","2","01","1","1","1","1","1","1","1","2","1","2","1","2","01","1","","03","1",187,"026","0000372"
"01916","03","2","01","1","1","1","1","1","1","2","2","1","2","1","1","01","1","","03","1",187,"026","0000372"
"01917","04","3","03","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","03","1",187,"026","0000372"
"01918","05","3","02","1","1","1","1","1","1","2","2","1","2","1","2","02","1","","03","1",187,"026","0000372"
"01919","02","3","02","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","03","1",206,"026","0000373"
"01920","03","2","01","1","1","1","1","1","2","2","1","1","2","1","2","01","1","","03","1",206,"026","0000373"
"01921","04","3","02","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","03","1",206,"026","0000373"
"01922","05","2","03","1","1","1","1","1","1","2","2","2","2","2","","03","1","","03","1",206,"026","0000373"
"01923","01","2","03","1","1","1","1","1","2","1","2","2","2","2","","05","1","","03","1",198,"026","0000374"
"01924","02","2","02","1","1","1","1","1","2","1","1","2","2","2","","06","1","","03","1",198,"026","0000374"
"01925","01","2","01","1","1","1","1","1","1","2","1","1","2","1","1","01","1","","03","1",219,"026","0000375"
"01926","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","03","1",219,"026","0000375"
"01927","03","2","04","1","1","1","1","1","1","1","1","2","2","1","2","05","1","","03","1",219,"026","0000375"
"01928","04","3","01","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","03","1",219,"026","0000375"
"01929","05","3","02","1","1","1","1","1","1","1","2","1","2","2","","03","1","","03","1",219,"026","0000375"
"01930","01","3","02","1","1","1","1","1","1","1","1","1","1","1","2","04","1","","03","1",224,"027","0000376"
"01931","03","2","03","1","1","1","1","1","1","1","1","1","1","1","2","08","1","","03","1",224,"027","0000376"
"01932","04","3","03","1","1","1","1","1","1","1","1","1","1","1","1","06","2","02","03","1",224,"027","0000376"
"01933","05","3","02","1","1","1","1","1","1","1","1","2","2","1","1","03","1","","03","1",224,"027","0000376"
"01934","01","3","02","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","03","1",212,"027","0000377"
"01935","02","2","03","1","1","1","1","1","1","2","2","2","2","2","","01","1","","03","1",212,"027","0000377"
"01936","03","3","04","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","03","1",212,"027","0000377"
"01937","04","3","02","1","1","1","1","1","2","1","1","1","2","1","1","01","1","","03","1",212,"027","0000377"
"01938","05","2","01","1","1","1","1","1","1","1","1","2","1","1","2","01","1","","03","1",212,"027","0000377"
"01939","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","03","1",181,"026","0000378"
"01940","02","3","04","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","03","1",181,"026","0000378"
"01941","03","3","01","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","03","1",181,"026","0000378"
"01942","04","3","01","1","1","1","1","1","1","2","2","2","2","2","","02","1","","03","1",181,"026","0000378"
"01943","01","3","02","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","03","1",188,"026","0000379"
"01944","02","3","02","1","1","1","1","1","1","1","1","1","2","2","","02","1","","03","1",188,"026","0000379"
"01945","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","03","1",188,"026","0000379"
"01946","04","3","03","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","03","1",188,"026","0000379"
