"FOLIO","VIV_SEL","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P2_1","P2_2","P2_3","ENT","TLOC","FAC_VIV","EST_DIS","UPM_DIS"
"01546","04","2","03","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","02","1",1018,"010","0000321"
"01547","05","3","03","1","1","1","1","1","2","1","1","1","1","1","1","05","1","","02","1",1018,"010","0000321"
"01548","01","2","03","1","1","1","1","1","1","1","1","2","2","1","1","07","1","","02","1",1278,"011","0000322"
"01549","02","2","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","1",1278,"011","0000322"
"01550","03","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1278,"011","0000322"
"01551","04","2","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1278,"011","0000322"
"01552","05","3","02","1","1","1","1","1","1","1","1","2","2","2","","03","1","","02","1",1278,"011","0000322"
"01553","01","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","1",1275,"011","0000323"
"01554","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","02","1",1275,"011","0000323"
"01555","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","02","1",1275,"011","0000323"
"01556","05","3","03","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","02","1",1275,"011","0000323"
"01557","01","3","03","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","02","1",1099,"012","0000324"
"01558","02","3","02","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","02","1",1099,"012","0000324"
"01559","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1099,"012","0000324"
"01560","04","3","04","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","02","1",1099,"012","0000324"
"01561","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1099,"012","0000324"
"01562","01","2","02","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","02","1",975,"010","0000325"
"01563","03","1","01","2","2","1","1","1","2","2","2","2","2","2","","03","1","","02","1",975,"010","0000325"
"01564","04","2","01","1","1","1","1","2","2","2","2","2","2","2","","01","1","","02","1",975,"010","0000325"
"01565","05","2","02","3","1","1","1","1","1","2","2","2","2","2","","03","1","","02","1",975,"010","0000325"
"01566","01","2","02","1","1","1","1","1","1","2","1","1","1","1","2","03","1","","02","1",756,"010","0000326"
"01567","02","2","02","1","1","1","1","1","1","1","2","2","2","2","","02","1","","02","1",756,"010","0000326"
"01568","03","2","02","1","1","1","1","1","1","1","2","2","2","2","","04","1","","02","1",756,"010","0000326"
"01569","04","3","02","1","1","1","1","1","1","1","1","2","2","1","1","09","1","","02","1",756,"010","0000326"
"01570","01","3","02","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","02","1",1326,"010","0000327"
"01571","02","2","03","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","02","1",1326,"010","0000327"
"01572","03","2","02","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","02","1",1326,"010","0000327"
"01573","04","3","01","1","1","1","1","1","2","2","1","2","2","2","","01","1","","02","1",1326,"010","0000327"
"01574","05","2","01","2","1","1","1","1","2","2","1","2","2","2","","05","1","","02","1",1326,"010","0000327"
"01575","01","3","01","1","1","1","1","1","1","2","1","2","2","2","","02","1","","02","1",941,"012","0000328"
"01576","02","3","02","1","1","1","1","1","1","2","1","1","2","1","1","02","1","","02","1",941,"012","0000328"
"01577","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",941,"012","0000328"
"01578","05","3","01","1","1","1","1","1","1","1","1","1","1","1","1","01","1","","02","1",941,"012","0000328"
"01579","01","3","02","1","1","1","1","1","1","2","1","2","2","1","1","05","1","","02","1",1254,"012","0000329"
"01580","02","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","1",1254,"012","0000329"
"01581","03","3","01","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","02","1",1254,"012","0000329"
"01582","04","3","02","1","1","1","1","1","1","2","2","2","2","2","","06","1","","02","1",1254,"012","0000329"
"01583","05","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","1",1254,"012","0000329"
"01584","01","3","02","1","1","1","1","1","1","1","1","1","1","1","2","06","1","","02","1",1179,"012","0000330"
"01585","03","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","1",1179,"012","0000330"
"01586","04","3","01","1","1","1","1","1","1","2","1","2","1","1","2","02","1","","02","1",1179,"012","0000330"
"01587","01","2","02","2","1","1","1","1","2","2","2","2","2","1","2","04","1","","02","1",1385,"010","0000331"
"01588","02","3","01","1","1","1","1","1","2","1","1","2","2","2","","02","1","","02","1",1385,"010","0000331"
"01589","03","2","02","1","2","2","1","1","1","1","1","2","2","1","2","05","1","","02","1",1385,"010","0000331"
"01590","04","2","01","1","1","1","1","1","2","2","2","2","2","2","","05","1","","02","1",1385,"010","0000331"
"01591","02","3","04","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",916,"012","0000332"
"01592","03","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",916,"012","0000332"
"01593","01","2","01","1","1","1","1","1","2","2","2","1","2","1","1","02","1","","02","1",961,"010","0000333"
"01594","03","3","02","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","02","1",961,"010","0000333"
"01595","01","3","03","1","1","1","1","1","1","1","2","1","2","1","2","04","1","","02","1",1216,"012","0000334"
"01596","02","3","02","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","02","1",1216,"012","0000334"
"01597","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1216,"012","0000334"
"01598","04","2","01","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","02","1",1216,"012","0000334"
"01599","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1216,"012","0000334"
"01600","01","3","02","1","1","1","1","1","1","2","1","1","1","1","1","03","1","","02","1",1191,"012","0000335"
"01601","02","3","02","1","1","1","1","1","1","2","1","1","1","1","2","02","1","","02","1",1191,"012","0000335"
"01602","03","3","03","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","02","1",1191,"012","0000335"
"01603","01","3","03","1","1","1","1","1","1","2","1","1","1","1","2","06","1","","02","1",1202,"012","0000336"
"01604","02","3","02","1","1","1","1","1","1","2","1","2","2","2","","01","1","","02","1",1202,"012","0000336"
"01605","03","3","02","1","1","1","1","1","1","1","1","2","2","1","1","03","1","","02","1",1202,"012","0000336"
"01606","04","3","02","1","1","1","1","1","1","2","1","1","2","1","1","04","1","","02","1",1202,"012","0000336"
"01607","05","2","02","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","02","1",1202,"012","0000336"
"01608","01","3","01","1","1","1","1","1","1","1","1","1","1","1","1","01","1","","02","1",1004,"010","0000337"
"01609","02","3","01","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","02","1",1004,"010","0000337"
"01610","03","3","03","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","02","1",1004,"010","0000337"
"01611","04","2","01","2","2","1","1","1","1","1","2","2","2","2","","05","1","","02","1",1004,"010","0000337"
"01612","05","2","02","2","2","2","1","1","2","2","1","2","2","2","","04","1","","02","1",1004,"010","0000337"
"01613","01","2","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1094,"011","0000338"
"01614","02","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1094,"011","0000338"
"01615","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1094,"011","0000338"
"01616","02","3","02","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","02","1",1016,"012","0000339"
"01617","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","02","1",1016,"012","0000339"
"01618","05","3","01","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","02","1",1016,"012","0000339"
"01619","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1532,"012","0000340"
"01620","03","2","02","1","1","1","1","1","1","1","1","1","1","1","1","07","1","","02","1",1532,"012","0000340"
"01621","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","02","1",1532,"012","0000340"
"01622","05","3","04","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","02","1",1532,"012","0000340"
"01623","01","3","02","1","1","1","1","1","2","1","1","1","2","1","1","06","1","","02","1",1257,"012","0000341"
"01624","02","2","02","1","1","1","1","1","1","2","1","2","2","1","2","07","1","","02","1",1257,"012","0000341"
"01625","03","3","02","1","1","1","1","1","1","1","1","1","1","1","2","04","1","","02","1",1257,"012","0000341"
"01626","04","3","01","1","1","1","1","2","1","2","1","2","2","2","","04","1","","02","1",1257,"012","0000341"
"01627","01","2","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1401,"010","0000342"
"01628","02","3","03","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","02","1",1401,"010","0000342"
"01629","04","3","01","1","1","1","1","1","1","2","2","2","2","1","2","04","1","","02","1",1401,"010","0000342"
"01630","05","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","1",1401,"010","0000342"
"01631","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1317,"011","0000343"
"01632","02","2","02","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","02","1",1317,"011","0000343"
"01633","03","3","03","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","1",1317,"011","0000343"
"01634","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1317,"011","0000343"
"01635","01","2","02","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","02","1",1277,"011","0000344"
"01636","02","3","02","1","1","1","1","1","1","1","1","1","1","1","2","04","1","","02","1",1277,"011","0000344"
"01637","03","3","02","1","1","1","1","1","1","1","1","2","2","2","","06","1","","02","1",1277,"011","0000344"
"01638","04","2","02","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","02","1",1277,"011","0000344"
"01639","05","3","01","1","1","1","1","1","1","1","1","2","2","2","","01","1","","02","1",1277,"011","0000344"
"01640","01","3","02","1","1","1","1","1","1","2","2","1","2","1","2","05","1","","02","1",1133,"012","0000345"
"01641","02","3","02","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","02","1",1133,"012","0000345"
"01642","03","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1133,"012","0000345"
"01643","04","3","02","1","1","1","1","1","1","2","2","2","2","1","2","02","1","","02","1",1133,"012","0000345"
"01644","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1133,"012","0000345"
"01645","01","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","1",1108,"012","0000346"
"01646","04","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1108,"012","0000346"
"01647","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","1",1108,"012","0000346"
"01648","01","2","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","1",1784,"010","0000348"
"01649","02","2","01","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","02","1",1784,"010","0000348"
"01650","03","3","03","1","1","1","1","1","1","1","1","2","1","1","2","03","1","","02","1",1784,"010","0000348"
"01651","04","3","02","1","1","1","1","1","2","2","1","2","2","2","","04","1","","02","1",1784,"010","0000348"
"01652","05","2","02","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","02","1",1784,"010","0000348"
"01653","01","3","01","1","1","1","1","1","2","1","1","2","2","1","1","02","1","","02","2",907,"015","0000349"
"01654","02","2","01","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","02","2",907,"015","0000349"
"01655","04","3","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","02","2",907,"015","0000349"
"01656","05","2","02","1","1","1","1","1","1","2","2","2","2","1","2","06","1","","02","2",907,"015","0000349"
"01657","01","3","02","1","1","1","1","1","1","1","1","2","2","2","","06","1","","02","2",1164,"022","0000350"
"01658","02","1","02","1","1","1","1","1","1","2","2","2","2","2","","02","1","","02","2",1164,"022","0000350"
"01659","03","2","03","1","1","1","1","1","1","2","2","2","2","2","","03","1","","02","2",1164,"022","0000350"
"01660","04","3","03","1","1","1","1","1","1","1","1","2","1","1","2","04","1","","02","2",1164,"022","0000350"
"01661","05","2","03","1","1","1","1","1","1","1","1","1","2","2","","05","1","","02","2",1164,"022","0000350"
"01662","07","2","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","2",1164,"022","0000350"
"01663","08","2","01","2","3","1","1","2","1","2","2","2","2","2","","04","1","","02","2",1164,"022","0000350"
"01664","10","3","02","1","1","1","1","1","1","1","1","1","2","2","","04","1","","02","2",1164,"022","0000350"
"01665","11","3","02","1","1","1","1","1","1","1","1","2","2","2","","03","1","","02","2",1164,"022","0000350"
"01666","12","2","02","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","02","2",1164,"022","0000350"
"01667","13","2","02","1","2","1","2","","","","","","","","","02","1","","02","2",1164,"022","0000350"
"01668","14","3","02","1","1","1","1","1","1","1","1","1","2","1","2","06","1","","02","2",1164,"022","0000350"
"01669","15","2","01","1","1","1","1","1","1","2","2","1","2","1","1","01","1","","02","2",1164,"022","0000350"
"01670","17","3","02","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","02","2",1164,"022","0000350"
"01671","18","2","02","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","02","2",1164,"022","0000350"
"01672","19","2","02","2","2","1","1","1","1","2","1","2","2","2","","02","1","","02","2",1164,"022","0000350"
"01673","20","2","01","1","1","1","1","1","1","1","1","2","2","2","","01","1","","02","2",1164,"022","0000350"
"01674","01","3","02","1","1","1","1","1","1","1","1","1","1","1","2","05","1","","02","2",851,"021","0000351"
"01675","02","3","03","1","1","1","1","1","1","1","1","2","2","1","2","01","1","","02","2",851,"021","0000351"
"01676","04","2","02","1","1","1","1","1","1","2","1","2","2","1","1","03","1","","02","2",851,"021","0000351"
"01677","05","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","2",851,"021","0000351"
"01678","06","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","02","2",851,"021","0000351"
"01679","08","2","02","1","1","1","1","1","1","1","2","2","2","2","","05","1","","02","2",851,"021","0000351"
"01680","09","2","01","1","1","1","1","1","1","2","1","2","2","1","1","01","1","","02","2",851,"021","0000351"
"01681","12","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","2",851,"021","0000351"
"01682","13","3","01","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","02","2",851,"021","0000351"
"01683","16","3","01","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","02","2",851,"021","0000351"
"01684","18","2","01","1","1","1","1","1","1","2","2","2","2","2","","01","1","","02","2",851,"021","0000351"
"01685","19","3","03","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","2",851,"021","0000351"
"01686","20","3","01","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","02","2",851,"021","0000351"
"01687","01","2","02","1","1","1","1","1","1","2","1","1","2","1","2","05","1","","02","2",965,"013","0000352"
"01688","02","3","01","2","1","3","1","1","2","2","1","2","2","2","","02","1","","02","2",965,"013","0000352"
"01689","03","2","03","1","2","1","1","1","1","1","1","1","2","1","1","04","1","","02","2",965,"013","0000352"
"01690","05","2","01","3","2","1","1","2","2","2","1","2","2","1","2","02","1","","02","2",965,"013","0000352"
"01691","01","1","01","2","1","1","1","1","1","2","2","2","2","2","","04","1","","02","2",848,"013","0000353"
"01692","03","2","01","2","2","2","1","1","2","1","1","2","1","1","2","04","1","","02","2",848,"013","0000353"
"01693","04","1","02","2","1","1","1","1","1","2","1","2","2","2","","02","1","","02","2",848,"013","0000353"
"01694","05","2","03","1","1","1","1","1","1","1","2","2","2","1","2","03","1","","02","2",848,"013","0000353"
"01695","01","2","01","1","1","1","1","1","1","1","1","2","2","1","2","01","1","","02","2",915,"013","0000354"
"01696","02","1","02","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","02","2",915,"013","0000354"
"01697","03","2","01","1","2","2","1","1","2","2","2","2","2","2","","01","1","","02","2",915,"013","0000354"
"01698","04","2","02","2","1","1","1","1","1","1","1","2","2","1","2","03","1","","02","2",915,"013","0000354"
"01699","05","2","02","1","1","1","1","1","1","1","2","2","2","2","","06","1","","02","2",915,"013","0000354"
"01700","02","3","01","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","2",3613,"014","0000355"
"01701","03","3","02","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","02","2",3613,"014","0000355"
"01702","04","3","02","1","1","1","1","1","1","2","1","2","2","1","1","03","1","","02","2",3613,"014","0000355"
"01703","01","2","02","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","02","2",3287,"014","0000356"
"01704","02","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","2",3287,"014","0000356"
"01705","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","2",3287,"014","0000356"
"01706","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","2",3287,"014","0000356"
"01707","01","3","02","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","02","2",1336,"014","0000357"
"01708","03","3","02","1","1","1","1","1","1","1","1","2","2","1","1","03","1","","02","2",1336,"014","0000357"
"01709","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","02","2",1336,"014","0000357"
"01710","01","3","02","1","1","1","1","1","1","1","1","2","2","2","","06","1","","02","2",921,"021","0000358"
"01711","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","2",921,"021","0000358"
"01712","03","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","2",921,"021","0000358"
"01713","04","3","02","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","02","2",921,"021","0000358"
"01714","05","3","04","1","1","1","1","1","1","1","1","1","2","1","1","06","1","","02","2",921,"021","0000358"
"01715","06","2","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","2",921,"021","0000358"
"01716","07","3","02","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","02","2",921,"021","0000358"
"01717","08","3","02","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","02","2",921,"021","0000358"
"01718","09","3","01","1","1","1","1","1","2","1","1","1","2","2","","01","1","","02","2",921,"021","0000358"
"01719","10","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","2",921,"021","0000358"
"01720","11","3","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","02","2",921,"021","0000358"
"01721","12","3","02","1","1","1","1","1","1","1","1","2","2","1","1","07","1","","02","2",921,"021","0000358"
"01722","13","3","02","1","1","1","1","1","1","2","1","1","1","1","1","05","1","","02","2",921,"021","0000358"
"01723","14","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","2",921,"021","0000358"
"01724","15","3","03","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","2",921,"021","0000358"
"01725","16","3","02","1","1","1","1","1","1","2","1","2","2","1","1","03","1","","02","2",921,"021","0000358"
"01726","17","2","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","2",921,"021","0000358"
"01727","18","3","02","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","02","2",921,"021","0000358"
"01728","20","3","01","1","1","1","1","1","1","2","1","2","2","1","2","01","1","","02","2",921,"021","0000358"
"01729","01","2","02","1","1","1","1","1","1","2","2","2","1","1","1","05","1","","02","2",1071,"022","0000359"
"01730","02","2","02","1","1","1","1","1","1","2","2","2","2","1","2","04","1","","02","2",1071,"022","0000359"
"01731","03","3","02","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","02","2",1071,"022","0000359"
"01732","04","2","02","1","1","1","1","1","1","2","2","2","2","1","2","02","1","","02","2",1071,"022","0000359"
"01733","05","2","01","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","2",1071,"022","0000359"
"01734","06","2","01","1","1","1","1","1","2","2","2","2","2","1","2","01","1","","02","2",1071,"022","0000359"
"01735","07","3","02","1","1","1","1","1","1","2","1","2","1","1","1","06","1","","02","2",1071,"022","0000359"
"01736","08","3","03","1","1","1","1","1","1","2","1","2","2","2","","05","1","","02","2",1071,"022","0000359"
"01737","09","3","02","1","1","1","1","1","1","2","1","1","2","1","1","05","1","","02","2",1071,"022","0000359"
"01738","10","3","02","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","02","2",1071,"022","0000359"
"01739","11","3","02","1","1","1","1","1","1","1","1","2","2","1","2","05","1","","02","2",1071,"022","0000359"
"01740","12","2","02","1","1","1","1","1","1","2","2","2","2","2","","03","1","","02","2",1071,"022","0000359"
"01741","13","2","01","1","1","1","1","1","1","2","1","2","2","1","2","02","1","","02","2",1071,"022","0000359"
"01742","14","3","01","1","1","1","1","1","2","2","2","2","2","2","","02","1","","02","2",1071,"022","0000359"
"01743","15","3","02","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","02","2",1071,"022","0000359"
"01744","16","3","02","1","1","1","1","1","1","2","1","2","2","1","1","03","1","","02","2",1071,"022","0000359"
"01745","17","3","01","1","1","1","1","1","1","2","1","1","2","1","1","01","1","","02","2",1071,"022","0000359"
"01746","18","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","2",1071,"022","0000359"
"01747","19","3","01","1","1","1","1","1","1","2","1","2","2","1","1","04","1","","02","2",1071,"022","0000359"
"01748","20","3","02","1","1","1","1","1","1","2","1","1","1","1","1","02","1","","02","2",1071,"022","0000359"
"01749","01","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","02","2",1118,"022","0000360"
"01750","02","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","2",1118,"022","0000360"
"01751","03","3","02","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","02","2",1118,"022","0000360"
"01752","04","3","03","1","1","1","1","1","1","1","1","1","1","1","2","04","1","","02","2",1118,"022","0000360"
"01753","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","02","2",1118,"022","0000360"
"01754","06","2","01","1","1","1","1","1","1","1","1","2","2","1","1","01","1","","02","2",1118,"022","0000360"
"01755","07","2","02","1","1","1","1","1","2","2","1","2","2","2","","02","1","","02","2",1118,"022","0000360"
"01756","08","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","2",1118,"022","0000360"
"01757","09","3","01","1","1","1","1","1","2","1","1","1","2","1","2","02","1","","02","2",1118,"022","0000360"
"01758","10","3","02","1","1","1","1","1","2","1","1","2","2","1","1","03","1","","02","2",1118,"022","0000360"
"01759","11","2","01","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","02","2",1118,"022","0000360"
"01760","12","2","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","2",1118,"022","0000360"
"01761","14","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","2",1118,"022","0000360"
"01762","15","3","01","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","02","2",1118,"022","0000360"
"01763","16","3","04","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","2",1118,"022","0000360"
"01764","17","2","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","2",1118,"022","0000360"
"01765","18","3","01","1","1","1","1","1","2","2","1","2","2","2","","01","1","","02","2",1118,"022","0000360"
"01766","19","3","01","1","1","1","1","1","1","1","1","1","2","2","","03","1","","02","2",1118,"022","0000360"
"01767","20","3","02","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","02","2",1118,"022","0000360"
"01768","02","3","01","1","1","1","1","1","2","2","2","2","2","2","","02","1","","02","3",916,"018","0000361"
"01769","03","3","04","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","02","3",916,"018","0000361"
"01770","04","3","03","1","1","1","1","1","1","2","1","1","2","1","2","02","1","","02","3",916,"018","0000361"
"01771","02","3","03","1","4","1","1","1","1","1","1","1","2","1","1","05","1","","02","3",1270,"023","0000362"
"01772","03","2","01","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","02","3",1270,"023","0000362"
"01773","04","3","02","1","2","1","1","1","1","1","1","2","1","2","","03","1","","02","3",1270,"023","0000362"
"01774","05","3","03","1","2","1","1","1","1","1","1","2","2","1","2","05","1","","02","3",1270,"023","0000362"
"01775","06","3","02","1","2","1","1","1","1","1","1","1","2","1","1","04","1","","02","3",1270,"023","0000362"
"01776","07","3","03","1","2","1","1","1","1","1","1","1","2","1","1","03","1","","02","3",1270,"023","0000362"
"01777","08","3","02","1","2","1","1","1","1","1","1","1","2","1","2","04","1","","02","3",1270,"023","0000362"
"01778","11","3","02","1","2","1","1","1","1","1","1","2","2","1","2","01","1","","02","3",1270,"023","0000362"
"01779","12","2","01","1","2","2","1","1","2","2","2","2","2","2","","01","1","","02","3",1270,"023","0000362"
"01780","13","3","03","1","2","1","1","1","1","1","1","2","2","1","2","02","1","","02","3",1270,"023","0000362"
"01781","14","3","05","1","2","1","1","1","1","1","1","2","2","2","","02","1","","02","3",1270,"023","0000362"
"01782","15","2","02","1","2","1","1","1","1","2","1","2","2","2","","04","1","","02","3",1270,"023","0000362"
"01783","16","2","02","1","3","1","1","1","1","1","1","2","1","2","","02","1","","02","3",1270,"023","0000362"
"01784","17","2","02","1","3","1","1","1","1","1","1","2","2","2","","05","2","02","02","3",1270,"023","0000362"
"01785","18","3","01","1","3","1","1","1","2","2","1","2","2","2","","03","1","","02","3",1270,"023","0000362"
"01786","19","3","01","1","1","1","1","1","1","1","2","2","1","1","2","01","1","","02","3",1270,"023","0000362"
"01787","20","3","02","1","2","1","1","1","1","1","1","1","2","1","1","03","1","","02","3",1270,"023","0000362"
"01788","01","2","01","1","1","1","1","1","1","1","1","2","1","2","","02","1","","02","3",1594,"023","0000363"
"01789","02","3","02","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","02","3",1594,"023","0000363"
"01790","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","02","3",1594,"023","0000363"
"01791","04","3","01","1","1","1","1","1","1","1","1","2","2","2","","01","1","","02","3",1594,"023","0000363"
"01792","05","3","02","1","1","1","1","1","1","1","1","1","1","2","","06","1","","02","3",1594,"023","0000363"
"01793","06","3","01","1","1","1","1","1","1","1","1","2","2","2","","02","1","","02","3",1594,"023","0000363"
"01794","08","2","02","1","1","1","1","1","2","1","1","2","2","1","1","05","1","","02","3",1594,"023","0000363"
"01795","09","2","02","1","2","1","1","1","1","1","1","1","2","1","2","05","1","","02","3",1594,"023","0000363"
"01796","10","2","01","2","5","2","1","1","2","2","2","2","2","2","","01","1","","02","3",1594,"023","0000363"
"01797","12","2","02","1","2","1","1","1","1","1","2","2","2","2","","04","1","","02","3",1594,"023","0000363"
"01798","14","2","01","2","5","3","1","2","2","2","2","2","2","2","","01","1","","02","3",1594,"023","0000363"
"01799","16","2","02","1","1","1","1","1","1","2","1","2","2","1","2","02","1","","02","3",1594,"023","0000363"
"01800","17","3","01","1","1","1","1","1","1","2","1","2","2","2","","01","1","","02","3",1594,"023","0000363"
"01801","19","3","01","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","02","3",1594,"023","0000363"
"01802","20","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","02","3",1594,"023","0000363"
"01803","01","3","01","1","1","1","1","1","1","2","1","2","2","2","","03","1","","02","3",1039,"023","0000364"
"01804","02","2","01","1","1","1","1","1","1","2","1","2","2","1","2","02","1","","02","3",1039,"023","0000364"
